Product,Type,Content,Style,Movement,
2,Image,"https://honorable-diadem-0aa.notion.site/image/https%3A%2F%2Fprod-files-secure.s3.us-west-2.amazonaws.com%2Fee77fe6a-d604-4826-acc3-5d826e2648d8%2F5c05ea47-8aab-480b-8d1c-968d7f6b08a4%2FUntitled.png?table=block&id=c326d48a-6dab-4b29-ad18-dcffa719f702&spaceId=ee77fe6a-d604-4826-acc3-5d826e2648d8&width=1100&userId=&cache=v2(),https://honorable-diadem-0aa.notion.site/image/https%3A%2F%2Fprod-files-secure.s3.us-west-2.amazonaws.com%2Fee77fe6a-d604-4826-acc3-5d826e2648d8%2F319462d1-b558-4af4-8488-502f8f623ca5%2FUntitled.png?table=block&id=bc1d1d75-4512-4892-9091-ab74cf6fb1bd&spaceId=ee77fe6a-d604-4826-acc3-5d826e2648d8&width=1080&userId=&cache=v2(),https://honorable-diadem-0aa.notion.site/image/https%3A%2F%2Fprod-files-secure.s3.us-west-2.amazonaws.com%2Fee77fe6a-d604-4826-acc3-5d826e2648d8%2Fc86a7999-3327-4784-95ba-c082a890d874%2FUntitled.png?table=block&id=c985405f-a890-458d-b506-f3c89c047a81&spaceId=ee77fe6a-d604-4826-acc3-5d826e2648d8&width=580&userId=&cache=v2(),https://honorable-diadem-0aa.notion.site/image/https%3A%2F%2Fprod-files-secure.s3.us-west-2.amazonaws.com%2Fee77fe6a-d604-4826-acc3-5d826e2648d8%2F9407ae6d-ec46-4d2d-a573-1947266a92be%2FUntitled.png?table=block&id=84aada03-2d4c-471b-b3ab-a30637feff13&spaceId=ee77fe6a-d604-4826-acc3-5d826e2648d8&width=860&userId=&cache=v2()",Carousel,None,
2,Text,ผลงานประกวดรางวัลที่ 3 (PWGG Holy Spot),Heading,None,
2,Text,แนวคิดในการออกแบบศาลาตาน้ำเวียงเจ็ดลิน (Concept) ,Subheading,None,
2,Image,"https://honorable-diadem-0aa.notion.site/image/https%3A%2F%2Fprod-files-secure.s3.us-west-2.amazonaws.com%2Fee77fe6a-d604-4826-acc3-5d826e2648d8%2F842911b8-0ce9-4166-a9ff-8123b0ec3ad3%2FUntitled.png?table=block&id=ddf93f6e-6294-4e2d-8c7c-e4e525825734&spaceId=ee77fe6a-d604-4826-acc3-5d826e2648d8&width=960&userId=&cache=v2,",Fit,None,
2,Text,ประวัติและความสำคัญ,Subheading,None,
2,Text,"""น้ำผุดกลางเวียงเจ็ดลิน ปัจจุบันนํ้าจากบ่อน้ำแห่งนี้ได้ถูกใช้ในการประกอบพิธีกรรมต่างๆ ด้วยความเชื่อที่ส่งต่อกันมาว่าเป็นน้ำศักดิ์สิทธิ์ตั้งแต่โบราณ""",Paragraph,None,
2,Text,"""น้ำ"" ที่เวียงเจ็ดลินนี้ ถือว่าเป็นน้ำศักดิ์สิทธิ์ อนึ่ง ได้รับน้ำจากดอยสุเทพ และศูนย์กลางของเมืองก็ยังเป็นแหล่งน้ำผุด เวียงเจ็ดลินน่าเป็นเวียงที่ถูกสร้างขึ้นเพื่อการประทับพักผ่อน เล่นน้ำตก เข้าป่าล่าสัตว์ ของชนชั้นสูงของเมืองเชียงใหม่ รวมทั้งเป็นสถานที่ต้อนรับแขกบ้านแขกเมือง เวียงเจ็ดลินจึงมิใช่เป็นเมืองที่มีความสมบูรณ์ในตัวเอง แต่เป็นหนึ่งในกลุ่มเวียงบริวารของเมืองเชียงใหม่ เวียงเจ็ดลินไม่น่าจะเป็นเมืองที่มีการอยู่อาศัย ที่ประกอบไปด้วยวัง วัด ตลาด บ้าน แต่เป็นเวียงบริวารที่เป็นองค์ประกอบทางผังเมืองของเมืองเชียงใหม่ จากแนวคิดนี้เชื่อมโยงให้เห็นภาพเมืองเชียงใหม่โดยรวมว่าอยู่อาศัยจริงในเขตเมืองชั้นในและชั้นนอก มีกลุ่มเวียงบริวารที่ทำหน้าที่เฉพาะร่วมด้วย ได้แก่ เวียงกุมกาม เพื่อการอยู่อาศัยแต่มีปัญหาน้ำท่วม เวียงสวนดอกเพื่อการศาสนา เวียงบัวเพื่อการพักผ่อนใกล้หนองบัว หรือหนองน้ำขนาดใหญ่ด้านทิศตะวันออกเฉียงเหนือของเมือง และเวียงเจ็ดลินเพื่อการพักผ่อนตากอากาศเชิงดอยสุเทพ",Paragraph,None,
2,Text,SITELOCATION AND EXISTING,Subheading,None,
2,Text,ที่ตั้งโครงการจะตั้งอยู่บริเวณตาน้ำผุดภายในภายในศูนย์ราชการกรมปศุสัตว์ มีองค์ประกอบโดยรอบเป็น ศาลปู่หลักเวียงเจ็ดริน ศาลาเพียงคา ต้นไม้ใหญ่ และต้นจามจุรี และตรงกันข้ามในอนาคตจะเป็นที่อยู่ของพระโคที่ประกอบพิธี เสร็จแล้ว,Paragraph,None,
2,Text,CONTEXT,Subheading,None,
2,Text,มีลักษณะเป็นลานกิจกรรมเคยมีการใช้เป็นพื้นที่จัดแสดงเก่า แต่ไม่ได้ใช้ใช้งาน จะมีแค่ศาลปู่หลักเวียงเจ็ดรินที่ยังมีการใช้งาน และจากการวิเคราะห์พื้นที่ พื้นที่นี้ไม่ได้มีความเป็นพื้นที่สาธารณะมากขนาดนั้น เพราะเป็นศูนย์ราชการและเข้ามาจากถนนเส้นหลักลึก หากจะแสดงถึงการมีอยู่ของตัวตนและความสำคัญ ของ ตาน้ำศักดิ์สิทธิ์ สิ่งที่ต้องทำคือ ต้องสร้างความสำคัญของพื้นที่ตาน้ำผุดกับผู้คน แล้ว สิ่งต่างๆตามวัตถุประสงค์จะมาเอง โดยมีทิศทางการออกแบบ คือ,Paragraph,None,
2,Text,"ต้องมีตัวตน,ต้องมีปฏิสัมพันธ์,ต้องเป็นประโยชน์",List(number),None,
2,Text,CONCEPT HOLY SPOT จุดศักดิ์สิทธิ,Subheading,None,
2,Text,ซึ่ง Holy spot นี้เองมาจากคำว่า Holy(ศักดิ์สิทธิ) และ Water spot(ตาน้ำผุด) สู่การสร้างความสำคัญเดี๋ยวความศักดิ์สิทธิ์ของประวัติศาสตร์และพื้นที่โดย กระบวนการทั้ง 3 ที่ได้กล่าวมา,Paragraph,None,
2,Image,"https://honorable-diadem-0aa.notion.site/image/https%3A%2F%2Fprod-files-secure.s3.us-west-2.amazonaws.com%2Fee77fe6a-d604-4826-acc3-5d826e2648d8%2F9d748142-92db-4dfb-a508-a829bee76652%2FUntitled.png?table=block&id=ed3c1147-b97a-4edd-8a0f-1bd42c56247b&spaceId=ee77fe6a-d604-4826-acc3-5d826e2648d8&width=1590&userId=&cache=v2,",Fit,None,
2,Text,การอนุรักษ์,Heading,None,
2,Text,ในการสร้างความสำคัญนี้ ต้องเริ่มจากการ ร คงอยู่ ท่อนแล้วจึงจะมีตัวตน เราจึงให้ความสำคัญไปกับการอนุรักษ์ ถ้าจะต้องดีจากข้างในจึงย้อนไปดูถึงการจัดการน้ำเต็มที่เมื่อถึงระดับจะดันป่าไปเก็บยังที่อื่น ทางเราจึงทำอยู่ 2 ส่วน คือเพิ่มออกซิเจนในน้ำโดยการหย่อนเครื่องทํานํ้าพลงไปสร้างกระบวนการยิ้มและปล่อยได้น้ำ และในส่วนที่ บและปล่อยได้น่า และในส่วนที่ 2 คือสร้างการไหลเวียนของน้ำไดยอาลัยรูปแบบเดิมยิ้มนํ้าขึ้นไปที่สูงกว่า แล้วปล่อยไหลกลับลงสู่อ่างเก็บน้ำหมุนเวียนไปเรือนรกเปิดตายตัวว่ามาพอกอากากได้แยงจากป่า และ 2 เสียงจากการกระทบกับของไม้ไผ่สู่การเป็นเครื่องดนตรีสำคัญของยาวลัวะอย่าง อีเก้ง,Paragraph,None,
2,Image,"https://honorable-diadem-0aa.notion.site/image/https%3A%2F%2Fprod-files-secure.s3.us-west-2.amazonaws.com%2Fee77fe6a-d604-4826-acc3-5d826e2648d8%2F7f74324b-86fa-44c5-845e-7540abc20f7e%2FUntitled.png?table=block&id=50c24024-19ee-43fc-8409-dbd37d99998b&spaceId=ee77fe6a-d604-4826-acc3-5d826e2648d8&width=940&userId=&cache=v2(),https://honorable-diadem-0aa.notion.site/image/https%3A%2F%2Fprod-files-secure.s3.us-west-2.amazonaws.com%2Fee77fe6a-d604-4826-acc3-5d826e2648d8%2Fd3c59e84-97e7-4ab4-9b7e-3d3dfdfc6c7b%2FUntitled.png?table=block&id=c284a4ee-3aaa-491e-a938-49ce19c7df3f&spaceId=ee77fe6a-d604-4826-acc3-5d826e2648d8&width=1590&userId=&cache=v2()",Carousel,None,
2,Text,วัสดุและการออกแบบ (Plan),Heading,None,
2,Text,ในการออกแบบศาลา มีเป้าหมายสำคัญคือน้ำหนักของโครงสร้างจะต้องสร้างผลกระทบให้กับตาน้ำน้อยที่สุด โดยจะตั้งเสาเอียงออกให้คล้ายกับ ARCH ให้อยู่นอกพื้นที่ ตานํ้า ทําให้ SPACE ภายในลอยอยู่ เป็นการลอยบนน้ำ จากนั้นก็เชื่อมโครงสร้างให้แสดงถึงจะเชื่อมต่ออย่างชัดเจนให้เหมือนกันรูปแบบของเรือนเครื่องพูก และสร้าง จังหวะให้กับศาลสในการซ้อนหลังคาดึงภาพจ้าความศักดิ์สิทธิ์จากภาพจ้าของวัด วิหาร ตำหนัก ปิดทีบด้วยตอกและหยุดสายตาด้วยเสาอินทขิล วัสดุที่ใช้จะมีไม้ไผ่เป็นหลักจากคุณสมบัติของนํ้าหนักที่เบาและเสริมความแข็งแรงด้วยไม้เนื้อแข็ง,Paragraph,None,
2,Image,"https://honorable-diadem-0aa.notion.site/image/https%3A%2F%2Fprod-files-secure.s3.us-west-2.amazonaws.com%2Fee77fe6a-d604-4826-acc3-5d826e2648d8%2F346aeea5-456c-4056-873e-29db20363919%2FUntitled.png?table=block&id=f05d8cf8-e09b-4253-8ac8-1be535179798&spaceId=ee77fe6a-d604-4826-acc3-5d826e2648d8&width=580&userId=&cache=v2(),https://honorable-diadem-0aa.notion.site/image/https%3A%2F%2Fprod-files-secure.s3.us-west-2.amazonaws.com%2Fee77fe6a-d604-4826-acc3-5d826e2648d8%2Fd58276cf-777d-4447-8359-5a567fbd777b%2FUntitled.png?table=block&id=e145e171-fa9e-4e65-b59c-2c5d6e296a01&spaceId=ee77fe6a-d604-4826-acc3-5d826e2648d8&width=1590&userId=&cache=v2(),https://honorable-diadem-0aa.notion.site/image/https%3A%2F%2Fprod-files-secure.s3.us-west-2.amazonaws.com%2Fee77fe6a-d604-4826-acc3-5d826e2648d8%2Fe20ca500-952a-4be9-9aea-1cf2f7bcabc4%2FUntitled.png?table=block&id=b43da980-e3f5-4065-9cf4-4c068b733b6e&spaceId=ee77fe6a-d604-4826-acc3-5d826e2648d8&width=480&userId=&cache=v2()",Carousel,None,
2,Text,การเล่าเรื่อง,Heading,None,
2,Text,พอเริ่มรู้จักผ่านกิจกรรมแล้ว ก็จะมีการแชร์เรื่องราวโดยจะนำเสนอผ่านรูปแบบ ของจิตรกรรมฝาผนังผสมไปกับการแสดงหนังตะลุงจนเกิดเป็นAnimation ให้กับจิตรกรรมฝาผนังที่จะเล่าเรื่องราวและประวัติศาสตร์,Paragraph,None,
2,Image,"https://honorable-diadem-0aa.notion.site/image/https%3A%2F%2Fprod-files-secure.s3.us-west-2.amazonaws.com%2Fee77fe6a-d604-4826-acc3-5d826e2648d8%2F5897095f-71d3-43b8-b6c7-a79d67d763df%2FUntitled.png?table=block&id=19722769-8561-49bc-b9fe-27702aad049b&spaceId=ee77fe6a-d604-4826-acc3-5d826e2648d8&width=910&userId=&cache=v2,",Fit,None,
3,Text,แนวความคิดการออกแบบ,Heading,None,
3,Text,"นำมารูปทรงของ “เวียงเจ็ดลิน” ที่เป็นวงกลมอันเป็นเอกลักษณ์ของเมืองมาถ่ายทอดในรูปแบบของลำยเส้นที่ลดรูปใช้โทนสีแบบ Monotone ที่ได้รับความนิยม ในกลุ่มผู้ใช้อย่างวัยรุ่นปัจจุบัน ในกำรออกแบบยังมีกำรใส่องค์ประกอบที่อยู่ในที่ตั้งอย่างวัว, ต้นจามจุรี, ต้นไม้ และส่ายน้ำที่กำลังจะหายไป",Paragraph,None,
3,Text,แนวความคิดการออกแบบ,Heading,None,
3,Text,"นำมารูปทรงของ “เวียงเจ็ดลิน” ที่เป็นวงกลมอันเป็นเอกลักษณ์ของเมืองมาถ่ายทอดในรูปแบบของลำยเส้นที่ลดรูปใช้โทนสีแบบ Monotone ที่ได้รับความนิยม ในกลุ่มผู้ใช้อย่างวัยรุ่นปัจจุบัน ในกำรออกแบบยังมีกำรใส่องค์ประกอบที่อยู่ในที่ตั้งอย่างวัว, ต้นจามจุรี, ต้นไม้ และส่ายน้ำที่กำลังจะหายไป",Paragraph,None,
3,Image,"https://honorable-diadem-0aa.notion.site/image/https%3A%2F%2Fprod-files-secure.s3.us-west-2.amazonaws.com%2Fee77fe6a-d604-4826-acc3-5d826e2648d8%2F31735e03-06e4-4a7b-894d-14a98f82d90d%2FUntitled.png?table=block&id=75911869-b479-49ff-9d84-a0bde3735e24&spaceId=ee77fe6a-d604-4826-acc3-5d826e2648d8&width=580&userId=&cache=v2(),https://honorable-diadem-0aa.notion.site/image/https%3A%2F%2Fprod-files-secure.s3.us-west-2.amazonaws.com%2Fee77fe6a-d604-4826-acc3-5d826e2648d8%2Ff5759620-8b21-4c5f-b8c1-b5bfeb8f2827%2FUntitled.png?table=block&id=cffce7c6-1c14-4f1e-a51d-994d29d5d8ee&spaceId=ee77fe6a-d604-4826-acc3-5d826e2648d8&width=580&userId=&cache=v2(),https://honorable-diadem-0aa.notion.site/image/https%3A%2F%2Fprod-files-secure.s3.us-west-2.amazonaws.com%2Fee77fe6a-d604-4826-acc3-5d826e2648d8%2F90523280-f500-49ae-a44d-8ffe098ecd2a%2FUntitled.png?table=block&id=3c72d2f2-7990-4ba0-906c-63eda0bffff4&spaceId=ee77fe6a-d604-4826-acc3-5d826e2648d8&width=580&userId=&cache=v2(),https://honorable-diadem-0aa.notion.site/image/https%3A%2F%2Fprod-files-secure.s3.us-west-2.amazonaws.com%2Fee77fe6a-d604-4826-acc3-5d826e2648d8%2Fd88064ec-d361-4343-8bbe-f3d7f871134b%2FUntitled.png?table=block&id=3d57c1df-aabd-4706-bf71-0849dbd78398&spaceId=ee77fe6a-d604-4826-acc3-5d826e2648d8&width=480&userId=&cache=v2(),https://honorable-diadem-0aa.notion.site/image/https%3A%2F%2Fprod-files-secure.s3.us-west-2.amazonaws.com%2Fee77fe6a-d604-4826-acc3-5d826e2648d8%2Fe9e65283-3a99-4dfa-a1a9-16c41525cf98%2FUntitled.png?table=block&id=dc83a59b-1e93-43b8-a71f-5d3fdf2f88fc&spaceId=ee77fe6a-d604-4826-acc3-5d826e2648d8&width=420&userId=&cache=v2(),https://honorable-diadem-0aa.notion.site/image/https%3A%2F%2Fprod-files-secure.s3.us-west-2.amazonaws.com%2Fee77fe6a-d604-4826-acc3-5d826e2648d8%2Fef59562d-0526-4650-af3b-2b2af43e9ccf%2FUntitled.png?table=block&id=fa3b4bf8-c65e-47a2-a01c-d6828ec08ce1&spaceId=ee77fe6a-d604-4826-acc3-5d826e2648d8&width=430&userId=&cache=v2(),https://honorable-diadem-0aa.notion.site/image/https%3A%2F%2Fprod-files-secure.s3.us-west-2.amazonaws.com%2Fee77fe6a-d604-4826-acc3-5d826e2648d8%2Ffd625f12-491d-4dd4-8c61-dfbb4eb71b56%2FUntitled.png?table=block&id=d5457aab-2d8d-42a2-b24d-cbc84d10129c&spaceId=ee77fe6a-d604-4826-acc3-5d826e2648d8&width=360&userId=&cache=v2()",Carousel,None,
3,Text,แบบร่างของลวดลาย,,None,
3,Image,"https://honorable-diadem-0aa.notion.site/image/https%3A%2F%2Fprod-files-secure.s3.us-west-2.amazonaws.com%2Fee77fe6a-d604-4826-acc3-5d826e2648d8%2Fa1c650f9-4a18-4a30-af3e-b8b5cdea9bc3%2FUntitled.png?table=block&id=d2f0b4ee-eb25-4f84-96d9-2d6709b96548&spaceId=ee77fe6a-d604-4826-acc3-5d826e2648d8&width=980&userId=&cache=v2(),https://honorable-diadem-0aa.notion.site/image/https%3A%2F%2Fprod-files-secure.s3.us-west-2.amazonaws.com%2Fee77fe6a-d604-4826-acc3-5d826e2648d8%2F6820c551-a76c-47eb-9c84-28475bb40be2%2FUntitled.png?table=block&id=a7fe3003-b57a-459b-9f86-6f5672d54b49&spaceId=ee77fe6a-d604-4826-acc3-5d826e2648d8&width=820&userId=&cache=v2()",Slideshow,None,
3,Text,"ในการออกแบบ (01) ได้ใส่เพียงองค์ประกอบหลักๆ อย่างตาน้ำและต้นจามจุรีเข้าไป พร้อมด้วยบรรยากาศของที่ตั้งที่เป็นภูเขา , ต้นไม้และเมฆ",Paragraph,None,
3,Text,"ต่อจากนั้น ได้ทำการปรับแบบเพื่อให้สอดคล้องกับการผลิต โดยการปรับแก้ไขให้องค์ประกอบต่างๆ ในลวดลายมีขนาดใหญ่ขึ้น ร่วมไปถึงการใส่องค์ประกอบอื่นๆ อย่างวัวที่แสดงถึงกรมปศุสัตว์, ฟานที่เป็นสัญลักษณ์ของตำนานล้านนา, สำยน้ำทั้งเจ็ดที่มาเกิดเป็นชื่อของเวียงเจ็ดลิน ศาลาราชมงคลที่แสดงถึงมหาวิทยารงมงคลลล้านนา หรือช้างที่แสดงถึงมหาวิทยาลัยเชียงใหม่ที่อยู่ในพื้นที่เวียงเจ็ดลิน จนเกิดเป็นหมายเลข (02)",Paragraph,None,
3,Text,ลวดลาย 01_A (โปสเตอร์),Heading,None,
3,Image,"https://honorable-diadem-0aa.notion.site/image/https%3A%2F%2Fprod-files-secure.s3.us-west-2.amazonaws.com%2Fee77fe6a-d604-4826-acc3-5d826e2648d8%2F21276b6c-ca2d-4b3f-a21e-2d1322ebc047%2FUntitled.png?table=block&id=a93693df-3924-4263-b824-b6ba57bd57d5&spaceId=ee77fe6a-d604-4826-acc3-5d826e2648d8&width=820&userId=&cache=v2(),https://honorable-diadem-0aa.notion.site/image/https%3A%2F%2Fprod-files-secure.s3.us-west-2.amazonaws.com%2Fee77fe6a-d604-4826-acc3-5d826e2648d8%2F8cc4b264-4afd-4f38-aa5e-c3e4c3fab161%2FUntitled.png?table=block&id=6c45d911-f65b-4a56-84e4-d78484227727&spaceId=ee77fe6a-d604-4826-acc3-5d826e2648d8&width=770&userId=&cache=v2(),https://honorable-diadem-0aa.notion.site/image/https%3A%2F%2Fprod-files-secure.s3.us-west-2.amazonaws.com%2Fee77fe6a-d604-4826-acc3-5d826e2648d8%2Fba2a77bf-6f10-4c6c-b0e0-388ce12d9069%2FUntitled.png?table=block&id=99d74030-2ad5-4ef7-a2fb-9e75bcb712e3&spaceId=ee77fe6a-d604-4826-acc3-5d826e2648d8&width=580&userId=&cache=v2(),https://honorable-diadem-0aa.notion.site/image/https%3A%2F%2Fprod-files-secure.s3.us-west-2.amazonaws.com%2Fee77fe6a-d604-4826-acc3-5d826e2648d8%2F18040de9-177c-414c-bf60-0157d73503cc%2FUntitled.png?table=block&id=c557cc15-5328-4fc1-8c66-c0c70edc1495&spaceId=ee77fe6a-d604-4826-acc3-5d826e2648d8&width=580&userId=&cache=v2()",Carousel,None,
3,Text,"สำหรับลวดลาย 01 มีการปรับโทนสีส้ม แต่ยังคงสีน้ำเงินที่เป็นสายน้ำและภูเขา เกิดลวดลำยเป็น 01_B จำกนั้น นำเอาลวดลายที่ได้ใน 01_A มีการนำมาจัดรูปแบบแนวตั้ง ใส่ทั้งสีน้ำเงินและสีส้มที่เป็นสีประจำโครงการ ออกแบบทั้งภาษาไทย, ภาษาอังกฤษ และอักษรธรรม(ตั๋วเมือง) ที่เป็นอักษรเก่าแก่ในวัฒนธรรมล้านนา เกิดเป็นลวดลาย 01_C และ 01_D",Paragraph,None,
3,Text,ลวดลาย 02_A-E (โคมไฟล้านนา),,None,
3,Image,"https://honorable-diadem-0aa.notion.site/image/https%3A%2F%2Fprod-files-secure.s3.us-west-2.amazonaws.com%2Fee77fe6a-d604-4826-acc3-5d826e2648d8%2Fdefe3b57-b418-4907-a4fa-c169fa85971e%2FUntitled.png?table=block&id=4a6f79fc-f33b-4023-8324-1e499a412401&spaceId=ee77fe6a-d604-4826-acc3-5d826e2648d8&width=1680&userId=&cache=v2(),https://honorable-diadem-0aa.notion.site/image/https%3A%2F%2Fprod-files-secure.s3.us-west-2.amazonaws.com%2Fee77fe6a-d604-4826-acc3-5d826e2648d8%2F3b7df57b-81a5-4d1e-87f0-213760280793%2FUntitled.png?table=block&id=79e966f1-2b2f-4c48-8d58-881799422ea0&spaceId=ee77fe6a-d604-4826-acc3-5d826e2648d8&width=220&userId=&cache=v2(),https://honorable-diadem-0aa.notion.site/image/https%3A%2F%2Fprod-files-secure.s3.us-west-2.amazonaws.com%2Fee77fe6a-d604-4826-acc3-5d826e2648d8%2F0e0d1645-020f-4d8a-927b-01e61c372f59%2FUntitled.png?table=block&id=d8e37de4-b587-4b2a-8605-2efb170d56c5&spaceId=ee77fe6a-d604-4826-acc3-5d826e2648d8&width=220&userId=&cache=v2(),https://honorable-diadem-0aa.notion.site/image/https%3A%2F%2Fprod-files-secure.s3.us-west-2.amazonaws.com%2Fee77fe6a-d604-4826-acc3-5d826e2648d8%2Fc4a96cd6-2ac9-493e-8955-85ac0ee01e0e%2FUntitled.png?table=block&id=b476c9e2-ead0-4ae3-8f9c-8af3f074aa24&spaceId=ee77fe6a-d604-4826-acc3-5d826e2648d8&width=260&userId=&cache=v2()",Carousel,None,
3,Text,สำหรับลวดลาย 02 ตั้งแต่ A – E ได้หยิบเอาองค์ประกอบของงานออกแบบที่เป็นภาพจำของเชียงใหม่และรวมไปถึงล้านนาเองอย่างโคมไฟล้านนามาใช้ในการออกแบบ จะเปลี่ยนและสลับโทนสีระหว่างสีส้มและสีน้ำเงิน ซึ่งในการตกแต่งโคมไฟนั้น จะมีการสัญลักษณ์สำคัญ ๆ อย่างนักษัตรทั้ง 12 ลวดลายล้านนา หรือหม้อบูรณฆฏะ โดยในการออกแบบนี้ ได้เปลี่ยนเป็นองค์ประกอบสำคัญ ๆ ในที่ตั้งแทนอย่างตาน้ำ ต้นจามจุรี และสัตว์ต่างๆ ที่แสดงถึงหน่วยงานต่างๆ ในที่ตั้งเวียงเจ็ดลิน,Paragraph,None,
3,Text,ลวดลาย 03_A-E (ตุง),Heading,None,
3,Image,"https://honorable-diadem-0aa.notion.site/image/https%3A%2F%2Fprod-files-secure.s3.us-west-2.amazonaws.com%2Fee77fe6a-d604-4826-acc3-5d826e2648d8%2F9c251cda-c124-45f4-bef7-77527a3e20a2%2FUntitled.png?table=block&id=1158161a-b791-49c7-a8d0-4e040fd43e5f&spaceId=ee77fe6a-d604-4826-acc3-5d826e2648d8&width=1900&userId=&cache=v2,",Fit,None,
3,Text,สำหรับลวดลาย 03 ตั้งแต่ A – E มีหลักการออกแบบเดียวกับลวดลาย 02 ที่นำเอาภาพจำหรืองานออกแบบในล้านนาหรือเชียงใหม่ มาทำการออกแบบ ซึ่งในลวดลาย 03 นี้เป็นตุงล้ำนนำ โดยเลือกใช้ตุงแบบตุงประดับตกแต่งมากกว่วตุงที่ใช้ในพิธีกรรมทางศาสนาที่มีลักษณะเป็นแคลบยาว,Paragraph,None,
3,Text,ในอีกแง่หนึ่ง การเลือกรูปแบบนี้เพื่อการออกแบบตกแต่งที่มำกขึ้นอย่างการใส่องค์ประกอบสำคัญในที่ตั้งได้มำกขึ้นตามมา ซึ่งองค์ประกอบที่ใส่ลงไปนั้น เป็นองค์ประกอบเดียวกับลวดลาย 02,Paragraph,None,
3,Text,"ลวดลาย 04_A-C, 05_A (ไพ่ยิปซี)",,None,
3,Image,"https://honorable-diadem-0aa.notion.site/image/https%3A%2F%2Fprod-files-secure.s3.us-west-2.amazonaws.com%2Fee77fe6a-d604-4826-acc3-5d826e2648d8%2Ff12a4cc7-59c2-4f9e-8c9c-fe798f465bdd%2FUntitled.png?table=block&id=cbd04d4b-e4dc-42b8-af90-cfd51e2e5ac7&spaceId=ee77fe6a-d604-4826-acc3-5d826e2648d8&width=1850&userId=&cache=v2(),https://honorable-diadem-0aa.notion.site/image/https%3A%2F%2Fprod-files-secure.s3.us-west-2.amazonaws.com%2Fee77fe6a-d604-4826-acc3-5d826e2648d8%2F793b8ae4-14db-4f76-a230-1723b54e72ef%2FUntitled.png?table=block&id=4855d826-3460-4fc0-bde7-64efb5fab788&spaceId=ee77fe6a-d604-4826-acc3-5d826e2648d8&width=1060&userId=&cache=v2()",Carousel,None,
3,Text,"สำหรับลวดลาย 04 ตั้งแต่ A – c และลวดลำย 05_A ได้ออกแบบไปในอีกทิศทำงหนึ่งที่เป็นลวดลำยที่มีกำรผสมผสำนหลำกหลำยศิลปะเข้ำด้วยกันอย่างศิลปะของไพ่ยิปซี, ศิลปะหลังไพ่สำหรับ หรือศิลปะอำร์ตเดคโค แสดงออกมำในรูปแบบของลำยเส้นที่ลดทอนรูปทรงและมีกำรใส่องค์ประกอบในที่ตั้งเหมือนลวดลำยที่ผ่ำนมำ",Paragraph,None,
3,Text,"ลวดลาย 06_A-E, 07_A-E,08_A-E (อักษรธรรม)",,None,
3,Image,"/resources/jetlin/jetlin04/jetlin04-1.jpg,",Fit,None,
3,Text,"สำหรับลวดลายลวดลาย 06_A-E,07_A-E และ 08_A-E ได้นำเอาอักษรธรรม (ตั๋วเมือง) ที่เป็นอักษรในวัฒนธรรมล้ำนนำมาทำให้ดูใหม่และทันสมัครมากขึ้น",Paragraph,None,
3,Text,สรุปลวดลายทั้งหมด,Heading,None,
3,Image,"/resources/jetlin/jetlin04/jetlin04-2.jpg,",Fit,None,
3,Text,ผลิตภัณฑ์ที่มีลวดลายที่ได้ออกแบบ,Heading,None,
3,Image,"/resources/jetlin/jetlin04/jetlin04-3.jpg,",Fit,None,
3,Text,P02 กระดาษแข็งรองหลัง,Subheading,None,
3,Text,ขนาด : 14.50 x 21.00 cm (A5),Paragraph,None,
3,Text,วัสดุ : หนา 240 แกรม พิมพ์ลวดลาย,Paragraph,None,
3,Image,"/resources/jetlin/jetlin04/jetlin04-4.jpg,",Fit,None,
3,Text,P03 ถุงผ้า,Subheading,None,
3,Text,ขนาด : 30.50 x 35.50 cm (12x14 inch),Paragraph,None,
3,Text,วัสดุ : เนื้อผ้าแคนวาส พิมพ์ลวดลาย,Paragraph,None,
3,Image,"/resources/jetlin/jetlin04/jetlin04-5.jpg,",Fit,None,
3,Text,P04 สติ๊กเกอร์ชุด,Subheading,None,
3,Text,ขนาด : 14.50 x 21.00 cm (A5),Paragraph,None,
3,Text,วัสดุ : บนกระดาษสติ๊กเกอร์ PP ทึบแสง หลังขาว พร้อม Di-Cut พิมพ์สี,Paragraph,None,
